interaction_id,customer_id,interaction_date,channel,interaction_type,response_flag,conversion_flag,campaign_id,message_theme
INT-000001688,CUST-0000149,2023-01-15,push,reactivation,1,0,CAMP-000019,bundle
INT-000001689,CUST-0000149,2023-03-14,sms,loyalty,0,0,CAMP-000009,early_access
INT-000001690,CUST-0000149,2025-01-09,email,retention,0,0,CAMP-000014,discount
INT-000001691,CUST-0000149,2023-10-03,push,upsell,0,0,CAMP-000008,bundle
INT-000001692,CUST-0000149,2023-09-23,push,upsell,0,0,CAMP-000010,discount
INT-000001693,CUST-0000150,2024-09-25,push,reactivation,0,0,CAMP-000002,exclusive_access
INT-000001694,CUST-0000150,2024-01-31,email,loyalty,0,0,CAMP-000018,exclusive_access
INT-000001695,CUST-0000150,2025-10-22,push,cross_sell,0,0,CAMP-000016,early_access
INT-000001696,CUST-0000150,2023-01-14,push,reactivation,0,0,CAMP-000019,bundle
INT-000001697,CUST-0000150,2024-09-30,in_app,conversion,0,0,CAMP-000005,exclusive_access
INT-000001698,CUST-0000150,2023-10-02,push,upsell,0,0,CAMP-000008,bundle
INT-000001699,CUST-0000150,2025-05-30,email,cross_sell,1,0,CAMP-000012,discount
INT-000001700,CUST-0000150,2025-10-05,sms,upsell,1,0,CAMP-000017,discount
INT-000001701,CUST-0000150,2023-09-24,push,upsell,0,0,CAMP-000010,discount
INT-000001702,CUST-0000150,2025-08-17,push,cross_sell,0,0,CAMP-000013,cashback
INT-000001703,CUST-0000151,2023-03-14,sms,loyalty,0,0,CAMP-000009,early_access
INT-000001704,CUST-0000151,2023-09-16,email,conversion,0,0,CAMP-000006,bundle
INT-000001705,CUST-0000151,2023-09-23,push,upsell,1,0,CAMP-000010,discount
INT-000001706,CUST-0000151,2025-10-06,sms,upsell,0,0,CAMP-000017,discount
INT-000001707,CUST-0000151,2023-01-12,push,reactivation,0,0,CAMP-000019,bundle
INT-000001708,CUST-0000151,2024-09-23,push,reactivation,0,0,CAMP-000002,exclusive_access
INT-000001709,CUST-0000151,2024-10-01,in_app,conversion,0,0,CAMP-000005,exclusive_access
INT-000001710,CUST-0000151,2024-01-26,in_app,conversion,0,0,CAMP-000015,discount
INT-000001711,CUST-0000152,2023-01-12,push,reactivation,0,0,CAMP-000019,bundle
INT-000001712,CUST-0000152,2025-10-05,sms,upsell,0,0,CAMP-000017,discount
INT-000001713,CUST-0000152,2023-03-14,sms,loyalty,1,0,CAMP-000009,early_access
INT-000001714,CUST-0000152,2025-09-05,email,retention,0,0,CAMP-000001,exclusive_access
INT-000001715,CUST-0000152,2024-10-03,in_app,conversion,1,0,CAMP-000005,exclusive_access
INT-000001716,CUST-0000152,2024-08-07,email,loyalty,0,0,CAMP-000011,early_access
INT-000001717,CUST-0000152,2024-01-31,email,loyalty,0,0,CAMP-000018,exclusive_access
INT-000001718,CUST-0000152,2025-05-30,email,cross_sell,0,0,CAMP-000012,discount
INT-000001719,CUST-0000152,2024-01-29,in_app,conversion,0,0,CAMP-000015,discount
INT-000001720,CUST-0000153,2024-05-02,remarketing,retention,0,0,CAMP-000004,early_access
INT-000001721,CUST-0000153,2024-01-31,email,loyalty,0,0,CAMP-000018,exclusive_access
INT-000001722,CUST-0000153,2024-09-25,push,reactivation,1,0,CAMP-000002,exclusive_access
INT-000001723,CUST-0000153,2025-09-06,email,retention,1,0,CAMP-000001,exclusive_access
INT-000001724,CUST-0000153,2023-05-17,email,cross_sell,1,0,CAMP-000003,early_access
INT-000001725,CUST-0000153,2025-01-09,email,retention,1,0,CAMP-000014,discount
INT-000001726,CUST-0000153,2023-06-01,sms,retention,0,0,CAMP-000007,free_shipping
INT-000001727,CUST-0000153,2025-05-29,email,cross_sell,0,0,CAMP-000012,discount
INT-000001728,CUST-0000153,2024-08-09,email,loyalty,1,0,CAMP-000011,early_access
INT-000001729,CUST-0000153,2023-09-24,push,upsell,0,0,CAMP-000010,discount
INT-000001730,CUST-0000153,2025-10-22,push,cross_sell,1,0,CAMP-000016,early_access
INT-000001731,CUST-0000153,2023-09-17,email,conversion,1,0,CAMP-000006,bundle
INT-000001732,CUST-0000153,2023-03-17,sms,loyalty,1,0,CAMP-000009,early_access
INT-000001733,CUST-0000153,2024-04-22,sms,loyalty,1,0,CAMP-000020,exclusive_access
INT-000001734,CUST-0000154,2024-01-29,email,loyalty,0,0,CAMP-000018,exclusive_access
INT-000001735,CUST-0000154,2024-01-27,in_app,conversion,1,0,CAMP-000015,discount
INT-000001736,CUST-0000154,2025-09-05,email,retention,1,0,CAMP-000001,exclusive_access
INT-000001737,CUST-0000154,2023-01-14,push,reactivation,1,0,CAMP-000019,bundle
INT-000001738,CUST-0000154,2024-09-26,push,reactivation,0,0,CAMP-000002,exclusive_access
INT-000001739,CUST-0000154,2025-08-16,push,cross_sell,0,0,CAMP-000013,cashback
INT-000001740,CUST-0000154,2023-09-30,push,upsell,1,0,CAMP-000008,bundle
INT-000001741,CUST-0000154,2024-10-01,in_app,conversion,1,0,CAMP-000005,exclusive_access
INT-000001742,CUST-0000154,2025-05-29,email,cross_sell,0,0,CAMP-000012,discount
INT-000001743,CUST-0000154,2025-10-21,push,cross_sell,1,0,CAMP-000016,early_access
INT-000001744,CUST-0000154,2023-09-23,push,upsell,0,0,CAMP-000010,discount
INT-000001745,CUST-0000154,2025-10-06,sms,upsell,0,0,CAMP-000017,discount
INT-000001746,CUST-0000155,2024-01-29,email,loyalty,0,0,CAMP-000018,exclusive_access
INT-000001747,CUST-0000155,2024-01-29,in_app,conversion,0,0,CAMP-000015,discount
INT-000001748,CUST-0000155,2025-09-04,email,retention,0,0,CAMP-000001,exclusive_access
INT-000001749,CUST-0000155,2023-09-26,push,upsell,1,1,CAMP-000010,discount
INT-000001750,CUST-0000155,2023-06-02,sms,retention,0,0,CAMP-000007,free_shipping
INT-000001751,CUST-0000155,2024-04-22,sms,loyalty,0,0,CAMP-000020,exclusive_access
INT-000001752,CUST-0000155,2023-10-02,push,upsell,0,0,CAMP-000008,bundle
INT-000001753,CUST-0000155,2024-09-23,push,reactivation,1,0,CAMP-000002,exclusive_access
INT-000001754,CUST-0000155,2023-05-17,email,cross_sell,0,0,CAMP-000003,early_access
INT-000001755,CUST-0000155,2025-10-06,sms,upsell,0,0,CAMP-000017,discount
INT-000001756,CUST-0000155,2024-09-30,in_app,conversion,0,0,CAMP-000005,exclusive_access
INT-000001757,CUST-0000155,2023-09-15,email,conversion,1,1,CAMP-000006,bundle
INT-000001758,CUST-0000155,2023-03-16,sms,loyalty,0,0,CAMP-000009,early_access
INT-000001759,CUST-0000155,2025-08-17,push,cross_sell,0,0,CAMP-000013,cashback
INT-000001760,CUST-0000155,2025-05-30,email,cross_sell,0,0,CAMP-000012,discount
INT-000001761,CUST-0000156,2025-10-06,sms,upsell,0,0,CAMP-000017,discount
INT-000001762,CUST-0000156,2024-10-01,in_app,conversion,0,0,CAMP-000005,exclusive_access
INT-000001763,CUST-0000156,2023-10-02,push,upsell,0,0,CAMP-000008,bundle
INT-000001764,CUST-0000156,2023-01-12,push,reactivation,0,0,CAMP-000019,bundle
INT-000001765,CUST-0000156,2024-09-26,push,reactivation,0,0,CAMP-000002,exclusive_access
INT-000001766,CUST-0000156,2025-09-06,email,retention,1,0,CAMP-000001,exclusive_access
INT-000001767,CUST-0000157,2025-10-07,sms,upsell,1,0,CAMP-000017,discount
INT-000001768,CUST-0000157,2024-01-28,in_app,conversion,0,0,CAMP-000015,discount
INT-000001769,CUST-0000157,2023-05-17,email,cross_sell,1,0,CAMP-000003,early_access
INT-000001770,CUST-0000157,2023-09-15,email,conversion,0,0,CAMP-000006,bundle
INT-000001771,CUST-0000157,2023-03-17,sms,loyalty,1,0,CAMP-000009,early_access
INT-000001772,CUST-0000157,2024-08-07,email,loyalty,0,0,CAMP-000011,early_access
INT-000001773,CUST-0000157,2025-09-06,email,retention,0,0,CAMP-000001,exclusive_access
INT-000001774,CUST-0000157,2023-09-24,push,upsell,0,0,CAMP-000010,discount
INT-000001775,CUST-0000157,2024-05-03,remarketing,retention,0,0,CAMP-000004,early_access
INT-000001776,CUST-0000157,2025-08-15,push,cross_sell,0,0,CAMP-000013,cashback
INT-000001777,CUST-0000157,2025-10-23,push,cross_sell,0,0,CAMP-000016,early_access
INT-000001778,CUST-0000158,2025-09-06,email,retention,0,0,CAMP-000001,exclusive_access
INT-000001779,CUST-0000158,2023-09-30,push,upsell,0,0,CAMP-000008,bundle
INT-000001780,CUST-0000158,2025-01-10,email,retention,0,0,CAMP-000014,discount
INT-000001781,CUST-0000158,2024-08-10,email,loyalty,1,0,CAMP-000011,early_access
INT-000001782,CUST-0000158,2024-09-30,in_app,conversion,0,0,CAMP-000005,exclusive_access
INT-000001783,CUST-0000158,2024-04-23,sms,loyalty,0,0,CAMP-000020,exclusive_access
INT-000001784,CUST-0000159,2023-03-14,sms,loyalty,0,0,CAMP-000009,early_access
INT-000001785,CUST-0000159,2024-05-02,remarketing,retention,0,0,CAMP-000004,early_access
INT-000001786,CUST-0000159,2023-05-19,email,cross_sell,0,0,CAMP-000003,early_access
INT-000001787,CUST-0000159,2024-08-09,email,loyalty,1,0,CAMP-000011,early_access
INT-000001788,CUST-0000159,2023-09-16,email,conversion,0,0,CAMP-000006,bundle
INT-000001789,CUST-0000159,2024-01-29,email,loyalty,0,0,CAMP-000018,exclusive_access
INT-000001790,CUST-0000159,2025-05-29,email,cross_sell,1,0,CAMP-000012,discount
INT-000001791,CUST-0000159,2025-01-09,email,retention,0,0,CAMP-000014,discount
INT-000001792,CUST-0000159,2025-09-06,email,retention,0,0,CAMP-000001,exclusive_access
INT-000001793,CUST-0000159,2024-09-24,push,reactivation,0,0,CAMP-000002,exclusive_access
INT-000001794,CUST-0000160,2025-01-09,email,retention,0,0,CAMP-000014,discount
INT-000001795,CUST-0000160,2025-05-31,email,cross_sell,0,0,CAMP-000012,discount
INT-000001796,CUST-0000160,2023-09-26,push,upsell,0,0,CAMP-000010,discount
INT-000001797,CUST-0000160,2024-09-24,push,reactivation,0,0,CAMP-000002,exclusive_access
INT-000001798,CUST-0000160,2023-05-20,email,cross_sell,0,0,CAMP-000003,early_access
INT-000001799,CUST-0000160,2025-09-03,email,retention,0,0,CAMP-000001,exclusive_access
INT-000001800,CUST-0000160,2023-01-12,push,reactivation,0,0,CAMP-000019,bundle
INT-000001801,CUST-0000160,2024-04-21,sms,loyalty,0,0,CAMP-000020,exclusive_access
INT-000001802,CUST-0000160,2025-10-22,push,cross_sell,0,0,CAMP-000016,early_access
INT-000001803,CUST-0000160,2023-06-01,sms,retention,0,0,CAMP-000007,free_shipping
INT-000001804,CUST-0000160,2025-08-17,push,cross_sell,0,0,CAMP-000013,cashback
INT-000001805,CUST-0000160,2025-10-07,sms,upsell,0,0,CAMP-000017,discount
INT-000001806,CUST-0000160,2023-10-02,push,upsell,1,0,CAMP-000008,bundle
INT-000001807,CUST-0000161,2025-08-17,push,cross_sell,0,0,CAMP-000013,cashback
INT-000001808,CUST-0000161,2025-09-05,email,retention,1,0,CAMP-000001,exclusive_access
INT-000001809,CUST-0000161,2023-05-20,email,cross_sell,1,0,CAMP-000003,early_access
INT-000001810,CUST-0000161,2023-09-30,push,upsell,0,0,CAMP-000008,bundle
INT-000001811,CUST-0000161,2025-05-30,email,cross_sell,0,0,CAMP-000012,discount
INT-000001812,CUST-0000161,2024-01-26,in_app,conversion,0,0,CAMP-000015,discount
INT-000001813,CUST-0000161,2023-01-12,push,reactivation,1,0,CAMP-000019,bundle
INT-000001814,CUST-0000161,2023-09-23,push,upsell,0,0,CAMP-000010,discount
INT-000001815,CUST-0000161,2024-01-28,email,loyalty,1,0,CAMP-000018,exclusive_access
INT-000001816,CUST-0000161,2023-09-17,email,conversion,0,0,CAMP-000006,bundle
INT-000001817,CUST-0000161,2024-05-01,remarketing,retention,0,0,CAMP-000004,early_access
INT-000001818,CUST-0000162,2024-01-28,email,loyalty,1,0,CAMP-000018,exclusive_access
INT-000001819,CUST-0000162,2023-05-20,email,cross_sell,0,0,CAMP-000003,early_access
INT-000001820,CUST-0000162,2023-01-12,push,reactivation,0,0,CAMP-000019,bundle
INT-000001821,CUST-0000162,2025-05-29,email,cross_sell,0,0,CAMP-000012,discount
INT-000001822,CUST-0000162,2024-04-20,sms,loyalty,1,0,CAMP-000020,exclusive_access
INT-000001823,CUST-0000162,2024-05-03,remarketing,retention,0,0,CAMP-000004,early_access
INT-000001824,CUST-0000162,2023-09-25,push,upsell,0,0,CAMP-000010,discount
INT-000001825,CUST-0000163,2025-01-07,email,retention,0,0,CAMP-000014,discount
INT-000001826,CUST-0000163,2024-09-26,push,reactivation,1,0,CAMP-000002,exclusive_access
INT-000001827,CUST-0000163,2023-06-02,sms,retention,1,0,CAMP-000007,free_shipping
INT-000001828,CUST-0000163,2025-08-15,push,cross_sell,0,0,CAMP-000013,cashback
INT-000001829,CUST-0000163,2024-08-10,email,loyalty,0,0,CAMP-000011,early_access
INT-000001830,CUST-0000163,2023-01-12,push,reactivation,0,0,CAMP-000019,bundle
INT-000001831,CUST-0000164,2024-04-20,sms,loyalty,1,0,CAMP-000020,exclusive_access
INT-000001832,CUST-0000164,2023-09-23,push,upsell,0,0,CAMP-000010,discount
INT-000001833,CUST-0000164,2023-06-04,sms,retention,0,0,CAMP-000007,free_shipping
INT-000001834,CUST-0000164,2025-08-15,push,cross_sell,0,0,CAMP-000013,cashback
INT-000001835,CUST-0000164,2023-05-18,email,cross_sell,0,0,CAMP-000003,early_access
INT-000001836,CUST-0000164,2025-05-30,email,cross_sell,0,0,CAMP-000012,discount
INT-000001837,CUST-0000164,2024-09-24,push,reactivation,1,0,CAMP-000002,exclusive_access
INT-000001838,CUST-0000164,2023-03-14,sms,loyalty,1,0,CAMP-000009,early_access
INT-000001839,CUST-0000165,2023-09-16,email,conversion,1,1,CAMP-000006,bundle
INT-000001840,CUST-0000165,2024-10-01,in_app,conversion,0,0,CAMP-000005,exclusive_access
INT-000001841,CUST-0000165,2025-05-31,email,cross_sell,0,0,CAMP-000012,discount
INT-000001842,CUST-0000165,2023-03-15,sms,loyalty,0,0,CAMP-000009,early_access
INT-000001843,CUST-0000165,2025-10-05,sms,upsell,0,0,CAMP-000017,discount
INT-000001844,CUST-0000165,2025-01-09,email,retention,0,0,CAMP-000014,discount
INT-000001845,CUST-0000165,2023-09-25,push,upsell,0,0,CAMP-000010,discount
INT-000001846,CUST-0000165,2024-09-25,push,reactivation,1,0,CAMP-000002,exclusive_access
INT-000001847,CUST-0000165,2023-01-14,push,reactivation,0,0,CAMP-000019,bundle
INT-000001848,CUST-0000165,2024-08-07,email,loyalty,0,0,CAMP-000011,early_access
INT-000001849,CUST-0000165,2023-06-01,sms,retention,0,0,CAMP-000007,free_shipping
INT-000001850,CUST-0000165,2024-05-01,remarketing,retention,0,0,CAMP-000004,early_access
INT-000001851,CUST-0000165,2023-10-02,push,upsell,1,0,CAMP-000008,bundle
INT-000001852,CUST-0000165,2024-01-29,in_app,conversion,1,0,CAMP-000015,discount
INT-000001853,CUST-0000165,2025-08-15,push,cross_sell,0,0,CAMP-000013,cashback
INT-000001854,CUST-0000165,2025-09-03,email,retention,1,0,CAMP-000001,exclusive_access
INT-000001855,CUST-0000165,2023-05-20,email,cross_sell,1,0,CAMP-000003,early_access
INT-000001856,CUST-0000165,2024-01-31,email,loyalty,0,0,CAMP-000018,exclusive_access
INT-000001857,CUST-0000166,2024-09-30,in_app,conversion,0,0,CAMP-000005,exclusive_access
INT-000001858,CUST-0000166,2025-01-08,email,retention,0,0,CAMP-000014,discount
INT-000001859,CUST-0000166,2024-09-23,push,reactivation,0,0,CAMP-000002,exclusive_access
INT-000001860,CUST-0000166,2025-10-21,push,cross_sell,1,0,CAMP-000016,early_access
INT-000001861,CUST-0000166,2024-05-02,remarketing,retention,0,0,CAMP-000004,early_access
INT-000001862,CUST-0000166,2024-04-22,sms,loyalty,0,0,CAMP-000020,exclusive_access
INT-000001863,CUST-0000166,2023-09-15,email,conversion,0,0,CAMP-000006,bundle
INT-000001864,CUST-0000167,2025-01-09,email,retention,0,0,CAMP-000014,discount
INT-000001865,CUST-0000167,2023-09-17,email,conversion,0,0,CAMP-000006,bundle
INT-000001866,CUST-0000167,2025-10-20,push,cross_sell,0,0,CAMP-000016,early_access
INT-000001867,CUST-0000167,2024-01-26,in_app,conversion,1,0,CAMP-000015,discount
INT-000001868,CUST-0000167,2024-05-01,remarketing,retention,0,0,CAMP-000004,early_access
INT-000001869,CUST-0000167,2023-01-15,push,reactivation,0,0,CAMP-000019,bundle
INT-000001870,CUST-0000167,2025-09-06,email,retention,0,0,CAMP-000001,exclusive_access
INT-000001871,CUST-0000167,2023-06-03,sms,retention,0,0,CAMP-000007,free_shipping
INT-000001872,CUST-0000167,2025-05-31,email,cross_sell,1,0,CAMP-000012,discount
INT-000001873,CUST-0000168,2023-09-26,push,upsell,0,0,CAMP-000010,discount
INT-000001874,CUST-0000168,2024-04-20,sms,loyalty,0,0,CAMP-000020,exclusive_access
INT-000001875,CUST-0000168,2025-05-31,email,cross_sell,0,0,CAMP-000012,discount
INT-000001876,CUST-0000168,2025-08-14,push,cross_sell,0,0,CAMP-000013,cashback
INT-000001877,CUST-0000168,2023-05-19,email,cross_sell,0,0,CAMP-000003,early_access
INT-000001878,CUST-0000168,2023-09-30,push,upsell,0,0,CAMP-000008,bundle
INT-000001879,CUST-0000168,2024-05-04,remarketing,retention,0,0,CAMP-000004,early_access
INT-000001880,CUST-0000168,2024-10-02,in_app,conversion,0,0,CAMP-000005,exclusive_access
INT-000001881,CUST-0000169,2023-05-19,email,cross_sell,0,0,CAMP-000003,early_access
INT-000001882,CUST-0000169,2023-03-14,sms,loyalty,0,0,CAMP-000009,early_access
INT-000001883,CUST-0000169,2024-04-20,sms,loyalty,0,0,CAMP-000020,exclusive_access
INT-000001884,CUST-0000169,2023-01-15,push,reactivation,1,1,CAMP-000019,bundle
INT-000001885,CUST-0000169,2025-10-06,sms,upsell,0,0,CAMP-000017,discount
INT-000001886,CUST-0000169,2023-09-15,email,conversion,0,0,CAMP-000006,bundle
INT-000001887,CUST-0000169,2024-01-31,email,loyalty,0,0,CAMP-000018,exclusive_access
INT-000001888,CUST-0000169,2025-10-23,push,cross_sell,0,0,CAMP-000016,early_access
INT-000001889,CUST-0000170,2024-04-23,sms,loyalty,0,0,CAMP-000020,exclusive_access
INT-000001890,CUST-0000170,2023-06-01,sms,retention,0,0,CAMP-000007,free_shipping
INT-000001891,CUST-0000170,2024-01-30,email,loyalty,0,0,CAMP-000018,exclusive_access
INT-000001892,CUST-0000170,2023-01-14,push,reactivation,0,0,CAMP-000019,bundle
INT-000001893,CUST-0000170,2024-10-02,in_app,conversion,0,0,CAMP-000005,exclusive_access
INT-000001894,CUST-0000170,2023-09-17,email,conversion,0,0,CAMP-000006,bundle
INT-000001895,CUST-0000170,2024-01-26,in_app,conversion,0,0,CAMP-000015,discount
INT-000001896,CUST-0000170,2025-10-20,push,cross_sell,0,0,CAMP-000016,early_access
INT-000001897,CUST-0000170,2025-05-29,email,cross_sell,0,0,CAMP-000012,discount
INT-000001898,CUST-0000170,2024-05-02,remarketing,retention,0,0,CAMP-000004,early_access
INT-000001899,CUST-0000170,2023-05-18,email,cross_sell,1,0,CAMP-000003,early_access
INT-000001900,CUST-0000170,2025-08-14,push,cross_sell,0,0,CAMP-000013,cashback
INT-000001901,CUST-0000170,2024-08-08,email,loyalty,0,0,CAMP-000011,early_access
INT-000001902,CUST-0000170,2025-09-05,email,retention,0,0,CAMP-000001,exclusive_access
INT-000001903,CUST-0000171,2023-10-03,push,upsell,0,0,CAMP-000008,bundle
INT-000001904,CUST-0000171,2024-05-02,remarketing,retention,0,0,CAMP-000004,early_access
INT-000001905,CUST-0000171,2025-01-09,email,retention,0,0,CAMP-000014,discount
INT-000001906,CUST-0000171,2023-06-04,sms,retention,0,0,CAMP-000007,free_shipping
INT-000001907,CUST-0000171,2023-03-15,sms,loyalty,0,0,CAMP-000009,early_access
INT-000001908,CUST-0000171,2025-10-20,push,cross_sell,0,0,CAMP-000016,early_access
INT-000001909,CUST-0000171,2024-10-02,in_app,conversion,0,0,CAMP-000005,exclusive_access
INT-000001910,CUST-0000171,2024-04-21,sms,loyalty,0,0,CAMP-000020,exclusive_access
INT-000001911,CUST-0000171,2025-09-04,email,retention,0,0,CAMP-000001,exclusive_access
INT-000001912,CUST-0000171,2023-09-25,push,upsell,1,0,CAMP-000010,discount
INT-000001913,CUST-0000171,2024-09-25,push,reactivation,0,0,CAMP-000002,exclusive_access
INT-000001914,CUST-0000171,2023-09-15,email,conversion,0,0,CAMP-000006,bundle
INT-000001915,CUST-0000171,2024-01-30,email,loyalty,1,0,CAMP-000018,exclusive_access
INT-000001916,CUST-0000171,2025-10-06,sms,upsell,0,0,CAMP-000017,discount
INT-000001917,CUST-0000171,2025-08-16,push,cross_sell,0,0,CAMP-000013,cashback
INT-000001918,CUST-0000172,2024-08-08,email,loyalty,0,0,CAMP-000011,early_access
INT-000001919,CUST-0000172,2025-01-08,email,retention,0,0,CAMP-000014,discount
INT-000001920,CUST-0000172,2023-06-02,sms,retention,0,0,CAMP-000007,free_shipping
INT-000001921,CUST-0000172,2025-08-14,push,cross_sell,1,0,CAMP-000013,cashback
INT-000001922,CUST-0000172,2025-05-31,email,cross_sell,1,0,CAMP-000012,discount
INT-000001923,CUST-0000172,2023-09-30,push,upsell,1,0,CAMP-000008,bundle
INT-000001924,CUST-0000172,2024-10-01,in_app,conversion,0,0,CAMP-000005,exclusive_access
INT-000001925,CUST-0000172,2024-01-31,email,loyalty,0,0,CAMP-000018,exclusive_access
INT-000001926,CUST-0000173,2023-09-30,push,upsell,0,0,CAMP-000008,bundle
INT-000001927,CUST-0000173,2023-05-18,email,cross_sell,0,0,CAMP-000003,early_access
INT-000001928,CUST-0000173,2023-06-03,sms,retention,1,0,CAMP-000007,free_shipping
INT-000001929,CUST-0000173,2024-04-22,sms,loyalty,0,0,CAMP-000020,exclusive_access
INT-000001930,CUST-0000173,2024-10-03,in_app,conversion,0,0,CAMP-000005,exclusive_access
INT-000001931,CUST-0000173,2023-03-16,sms,loyalty,0,0,CAMP-000009,early_access
INT-000001932,CUST-0000173,2024-01-27,in_app,conversion,0,0,CAMP-000015,discount
INT-000001933,CUST-0000173,2024-01-28,email,loyalty,0,0,CAMP-000018,exclusive_access
INT-000001934,CUST-0000173,2024-05-03,remarketing,retention,0,0,CAMP-000004,early_access
INT-000001935,CUST-0000173,2024-09-23,push,reactivation,0,0,CAMP-000002,exclusive_access
INT-000001936,CUST-0000173,2023-01-15,push,reactivation,0,0,CAMP-000019,bundle
INT-000001937,CUST-0000174,2023-01-14,push,reactivation,1,0,CAMP-000019,bundle
INT-000001938,CUST-0000174,2025-09-05,email,retention,0,0,CAMP-000001,exclusive_access
INT-000001939,CUST-0000174,2024-10-01,in_app,conversion,0,0,CAMP-000005,exclusive_access
INT-000001940,CUST-0000174,2025-10-07,sms,upsell,0,0,CAMP-000017,discount
INT-000001941,CUST-0000174,2024-04-20,sms,loyalty,0,0,CAMP-000020,exclusive_access
INT-000001942,CUST-0000174,2023-05-17,email,cross_sell,0,0,CAMP-000003,early_access
INT-000001943,CUST-0000174,2023-06-04,sms,retention,0,0,CAMP-000007,free_shipping
INT-000001944,CUST-0000174,2024-05-02,remarketing,retention,0,0,CAMP-000004,early_access
INT-000001945,CUST-0000174,2025-10-22,push,cross_sell,0,0,CAMP-000016,early_access
INT-000001946,CUST-0000175,2025-10-04,sms,upsell,0,0,CAMP-000017,discount
INT-000001947,CUST-0000175,2025-08-16,push,cross_sell,0,0,CAMP-000013,cashback
INT-000001948,CUST-0000175,2024-04-22,sms,loyalty,1,0,CAMP-000020,exclusive_access
INT-000001949,CUST-0000175,2023-06-02,sms,retention,1,0,CAMP-000007,free_shipping
INT-000001950,CUST-0000175,2024-08-07,email,loyalty,1,0,CAMP-000011,early_access
INT-000001951,CUST-0000175,2023-05-18,email,cross_sell,1,0,CAMP-000003,early_access
INT-000001952,CUST-0000175,2025-05-29,email,cross_sell,0,0,CAMP-000012,discount
INT-000001953,CUST-0000175,2023-09-14,email,conversion,0,0,CAMP-000006,bundle
INT-000001954,CUST-0000175,2023-09-26,push,upsell,0,0,CAMP-000010,discount
INT-000001955,CUST-0000175,2025-10-21,push,cross_sell,1,0,CAMP-000016,early_access
INT-000001956,CUST-0000175,2023-03-17,sms,loyalty,0,0,CAMP-000009,early_access
INT-000001957,CUST-0000176,2024-05-04,remarketing,retention,0,0,CAMP-000004,early_access
INT-000001958,CUST-0000176,2024-01-28,email,loyalty,1,0,CAMP-000018,exclusive_access
INT-000001959,CUST-0000176,2024-01-26,in_app,conversion,0,0,CAMP-000015,discount
INT-000001960,CUST-0000176,2024-09-25,push,reactivation,1,0,CAMP-000002,exclusive_access
INT-000001961,CUST-0000176,2023-03-16,sms,loyalty,1,0,CAMP-000009,early_access
INT-000001962,CUST-0000176,2023-09-26,push,upsell,0,0,CAMP-000010,discount
INT-000001963,CUST-0000176,2023-01-15,push,reactivation,1,0,CAMP-000019,bundle
INT-000001964,CUST-0000176,2025-09-06,email,retention,0,0,CAMP-000001,exclusive_access
INT-000001965,CUST-0000176,2024-08-09,email,loyalty,1,0,CAMP-000011,early_access
INT-000001966,CUST-0000176,2023-06-02,sms,retention,0,0,CAMP-000007,free_shipping
INT-000001967,CUST-0000176,2025-08-15,push,cross_sell,1,0,CAMP-000013,cashback
INT-000001968,CUST-0000176,2025-01-10,email,retention,0,0,CAMP-000014,discount
INT-000001969,CUST-0000176,2025-05-28,email,cross_sell,0,0,CAMP-000012,discount
INT-000001970,CUST-0000177,2024-09-25,push,reactivation,0,0,CAMP-000002,exclusive_access
INT-000001971,CUST-0000177,2025-08-15,push,cross_sell,0,0,CAMP-000013,cashback
INT-000001972,CUST-0000177,2023-03-17,sms,loyalty,1,0,CAMP-000009,early_access
INT-000001973,CUST-0000177,2025-09-06,email,retention,0,0,CAMP-000001,exclusive_access
INT-000001974,CUST-0000177,2023-01-14,push,reactivation,0,0,CAMP-000019,bundle
INT-000001975,CUST-0000177,2025-10-06,sms,upsell,0,0,CAMP-000017,discount
INT-000001976,CUST-0000177,2025-10-23,push,cross_sell,0,0,CAMP-000016,early_access
INT-000001977,CUST-0000177,2024-10-01,in_app,conversion,0,0,CAMP-000005,exclusive_access
INT-000001978,CUST-0000177,2023-09-16,email,conversion,1,1,CAMP-000006,bundle
INT-000001979,CUST-0000177,2023-10-01,push,upsell,1,0,CAMP-000008,bundle
INT-000001980,CUST-0000177,2025-05-31,email,cross_sell,1,0,CAMP-000012,discount
INT-000001981,CUST-0000178,2024-01-29,in_app,conversion,0,0,CAMP-000015,discount
INT-000001982,CUST-0000178,2024-05-03,remarketing,retention,0,0,CAMP-000004,early_access
INT-000001983,CUST-0000178,2023-09-26,push,upsell,0,0,CAMP-000010,discount
INT-000001984,CUST-0000178,2025-01-09,email,retention,1,0,CAMP-000014,discount
INT-000001985,CUST-0000178,2023-01-14,push,reactivation,0,0,CAMP-000019,bundle
INT-000001986,CUST-0000178,2025-08-17,push,cross_sell,0,0,CAMP-000013,cashback
INT-000001987,CUST-0000178,2023-05-17,email,cross_sell,0,0,CAMP-000003,early_access
INT-000001988,CUST-0000179,2025-01-10,email,retention,0,0,CAMP-000014,discount
INT-000001989,CUST-0000179,2024-09-24,push,reactivation,0,0,CAMP-000002,exclusive_access
INT-000001990,CUST-0000179,2024-01-28,email,loyalty,0,0,CAMP-000018,exclusive_access
INT-000001991,CUST-0000179,2024-04-21,sms,loyalty,0,0,CAMP-000020,exclusive_access
INT-000001992,CUST-0000179,2023-01-15,push,reactivation,0,0,CAMP-000019,bundle
